"","Pot","Acquisition_date","Batch_number","height_2d_mm","height_mm","proj_area_2d_mm2","area_mm2","volume_mm3","tGmRmB","n_tGmRmB","GmR","nGmR","G","nG","rgr_height","rgr_vol","rgr_area","iou","Cabinet","Cabinet_side","Treatment","Base_trt","Nitrogen","NConc","Seasol","SDilution","Sowing_date","DAS","Teatment","Height_manual","SPAD"
"1742",160,20180807,10715,19.9938461538,16.8803,20.6959185798858,34.6597,3.54599,0.185643,0.155586,0.141372,0.25296,0.354346,0.407123,0.101260397238728,0.0182470579227177,0.00306142221193149,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",25,6,26,NA
"1743",160,20180809,10877,17.6666666667,17.2028,22.9723251028775,137.43,21.9546,0.171139,0.130927,0.142723,0.221822,0.425274,0.39529,0.00946244987319189,0.911579648597071,0.688768533913718,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",27,6,21,NA
"1744",160,20180814,11039,21.3304455446,22.7419,36.1546585506342,221.279,40.7953,0.209311,0.174308,0.158616,0.268425,0.395035,0.416976,0.0558273753548207,0.123918038786577,0.0952619304356464,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",32,6,26,NA
"1745",160,20180816,11201,32.5046382189,34.4751,46.0144017127842,211.466,38.4,0.210052,0.18352,0.1565,0.280205,0.373163,0.421308,0.208014143142794,NA,NA,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",34,6,40,NA
"1746",160,20180821,11381,48.2123411978,0.0100975,116.363277788936,0.000820225,1.10552e-06,0.224733,0.221153,0.150027,0.30714,0.325325,0.440393,NA,NA,NA,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",39,6,57,29.8
"1747",160,20180823,11449,42.7868852459,11.1005,143.342688667342,76.3658,15.4455,0.216154,0.223201,0.147143,0.321905,0.303688,0.441311,3.50122878143777,8.22625622211698,5.72073340853557,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",41,6,50,37.1
"1748",160,20180828,11539,55.7054582904,61.5708,357.949362617892,2373.83,930.695,0.196975,0.222556,0.13668,0.328023,0.277815,0.440912,0.342639515966157,0.819722784018807,0.68734500230721,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",46,6,66,40.6
"1749",160,20180830,11599,63.2507739938,65.7292,448.277564243875,2169.41,794.567,0.182956,0.214398,0.130761,0.327831,0.26658,0.436888,0.0326777695096063,NA,NA,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",48,6,75,46.3
"1750",160,20180904,11664,69.2665289256,70.9971,789.5702831518,5693.12,2780.15,0.175155,0.211159,0.126167,0.324416,0.260131,0.434979,0.0154191519875758,0.250492569975047,0.19296063741629,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",53,6,78,51.3
"1751",160,20180906,11699,66.5217391304,71.4402,996.615340843216,9056.44,5163.59,0.166675,0.212252,0.120541,0.327403,0.246272,0.435578,0.00311085248984311,0.309563595466863,0.232108839294352,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",55,6,77,52.1
"1752",160,20180911,11769,74.5341614907,80.2626,1535.49009490367,19202.2,13116.9,0.150117,0.207379,0.110946,0.327051,0.227001,0.43305,0.0232886045829693,0.186453880218864,0.150309749789985,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",60,6,88,56
"1753",160,20180913,11804,73.6363636364,54.5706,1730.35405443158,22586.6,11501.6,0.1491,0.205808,0.110876,0.326484,0.227285,0.432281,NA,NA,0.0811659771372861,NA,3,"LHS",6,"Hoaglands Solution","","0","NoSeasol","","13/07/2018",62,6,81,49.6
"1754",161,20180726,10220,11.2154696133,12.2561,9.870348890449,57.0673,9.15621,0.175994,0.175362,0.144536,0.314997,0.304302,0.416681,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,15,NA
"1755",161,20180731,10382,21.3230769231,6.3516,21.5522499408308,39.9528,5.01619,0.15866,0.162207,0.141157,0.318873,0.294586,0.410138,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,27,NA
"1756",161,20180802,10553,27.8479064039,27.0198,51.89764277069,146.178,31.0068,0.197885,0.198644,0.145154,0.313465,0.305927,0.428745,0.723931590455177,0.910767926933993,0.648563149915332,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",20,6.1,34,NA
"1757",161,20180807,10715,48.7938461538,50.7084,157.685700355033,683.704,192.754,0.189629,0.206123,0.136922,0.319217,0.284268,0.432591,0.125904329353372,0.365441645845758,0.308540003645086,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",25,6.1,56,NA
"1758",161,20180809,10877,42.4444444444,45.406,230.929655349758,1295.86,387.898,0.186204,0.208582,0.134485,0.321522,0.277605,0.433851,NA,0.349663826983352,0.319702385481953,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",27,6.1,50,52.7
"1759",161,20180814,11039,57.83725247525,63.0983,513.123536257242,3594.9,1468.18,0.175105,0.212089,0.127153,0.327103,0.25936,0.435678,0.0658099145831786,0.266207279799395,0.204068321394161,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",32,6.1,69,42.6
"1760",161,20180816,11201,63.4508348794,66.897,651.883598775983,4268.66,1756.94,0.170995,0.210647,0.12391,0.323841,0.254765,0.434943,0.0292301476290246,0.089775060512308,0.0858918931424588,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",34,6.1,71,50.8
"1761",162,20180726,10220,11.3812154696,12.3928,9.09455348330741,38.6288,4.7176,0.179631,0.169111,0.148909,0.304917,0.32305,0.41356,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,16,NA
"1762",162,20180731,10382,14.2338461538,12.2139,17.00022248521,18.5042,1.30124,0.176402,0.162862,0.142986,0.286224,0.325904,0.410485,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,21,NA
"1763",162,20180802,10553,15.2955665025,12.3304,17.6588046224725,15.643,1.2098,0.155454,0.140944,0.133823,0.262718,0.333156,0.399845,0.00474655520448275,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",20,6.1,22,NA
"1764",162,20180807,10715,33.6184615385,28.1303,47.5837263905325,128.821,17.6778,0.208698,0.192248,0.148694,0.287232,0.346622,0.425754,0.164955905873046,0.536370911677416,0.421680062255748,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",25,6.1,41,NA
"1765",162,20180809,10877,34.2777777778,36.4997,73.4465277777783,390.672,83.1552,0.214199,0.202672,0.146734,0.291832,0.335626,0.430996,0.130228377080491,0.774199563094235,0.554722244697212,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",27,6.1,41,NA
"1766",162,20180814,11039,36.0334158416,36.1012,153.018008919135,831.081,231.313,0.196726,0.205093,0.141323,0.311283,0.305081,0.432123,NA,0.204612606091153,0.150971785955333,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",32,6.1,40,NA
"1767",162,20180816,11201,49.2578849722,51.5649,215.041003920483,1060.41,336.053,0.201341,0.219474,0.138203,0.317351,0.291901,0.439513,0.178257551341322,0.186748556948554,0.121841820872283,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",34,6.1,56,42.2
"1768",162,20180821,11381,59.1560798548,15.3362,397.223592807667,95.6664,16.5001,0.178044,0.214597,0.126013,0.321671,0.262146,0.436902,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",39,6.1,72,47.6
"1769",162,20180823,11449,54.7745901639,22.6903,471.654209217983,161.214,36.0814,0.169762,0.208909,0.124631,0.327221,0.254813,0.433882,0.195860736759687,0.391205527804072,0.260932767652729,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",41,6.1,66,43.4
"1770",162,20180828,11539,57.929969104,64.1899,811.427117615825,6853.2,3455.65,0.157971,0.205387,0.117921,0.327965,0.240794,0.43214,0.207981671411902,0.912397670908991,0.749947660104435,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",46,6.1,67,55.8
"1771",162,20180830,11599,64.1795665635,67.9558,944.363072587717,8284.68,3868.04,0.153691,0.205168,0.114939,0.328015,0.234612,0.43207,0.028505808193553,0.056368673067011,0.0948461648183043,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",48,6.1,75,55.4
"1772",163,20180726,10220,11.7679558011,12.5979,8.93956737177367,39.8401,4.42137,0.195496,0.177226,0.158194,0.312348,0.33715,0.417767,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,15,NA
"1773",163,20180731,10382,15.5076923077,16.3916,24.00215005917,75.6021,8.80257,0.175689,0.178422,0.143954,0.318916,0.299784,0.418293,0.0526477750182278,0.137718824297409,0.128122023564812,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,19,NA
"1774",163,20180802,10553,23.7746305419,22.7073,42.8949588530425,119.567,19.9406,0.196406,0.196546,0.14491,0.314333,0.305003,0.427624,0.162958725100653,0.408857065025034,0.229196411566884,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",20,6.1,29,NA
"1775",163,20180807,10715,41.76,43.0521,123.906648994057,460.831,107.794,0.193553,0.210049,0.138032,0.32123,0.285531,0.434597,0.127944910295808,0.337492828789402,0.269830899542637,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",25,6.1,47,NA
"1776",163,20180809,10877,48.8333333333,52.0466,174.969393004108,1015.05,286.918,0.183876,0.20786,0.132615,0.321197,0.273954,0.433418,0.0948642304748222,0.489487231175497,0.394830884960961,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",27,6.1,54,NA
"1777",163,20180814,11039,66.5532178218,68.8503,409.241728560608,2491.05,869.27,0.183682,0.212963,0.131033,0.324382,0.268857,0.436085,0.0559590222684372,0.2216914636628,0.179553287194905,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",32,6.1,73,45.4
"1778",163,20180816,11201,61.4471243043,65.0415,567.119149734375,3383.64,1273.26,0.18749,0.220527,0.130189,0.325241,0.266435,0.440049,NA,0.190841020343604,0.153123872383724,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",34,6.1,68,49.2
"1779",163,20180821,11381,65.8257713249,34.3499,970.256611473558,2359.78,553.963,0.160578,0.211185,0.117678,0.329548,0.239371,0.435274,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",39,6.1,75,52
"1780",163,20180823,11449,69.4364754098,42.9052,1135.73552923869,5998.79,2014.52,0.16244,0.212929,0.118476,0.331158,0.239678,0.436077,0.111196961626809,0.645519167545319,0.466494693935341,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",41,6.1,80,52.8
"1781",163,20180828,11539,75.2626158599,83.2514,1820.76761352167,31624.8,20310,0.153747,0.213461,0.111738,0.330144,0.226786,0.436353,0.132574382965276,0.462146484394094,0.332476768138617,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",46,6.1,86,56.1
"1782",163,20180830,11599,75.92879256965,81.9089,2143.215524926,48356.8,33364.9,0.153108,0.218518,0.109042,0.329279,0.221693,0.438993,NA,0.24819553680304,0.212332615125734,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",48,6.1,83,55.2
"1783",164,20180726,10220,14.7513812155,15.8791,11.0027929550389,52.1242,6.99476,0.191964,0.177078,0.148512,0.296014,0.326292,0.417486,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,18,NA
"1784",164,20180731,10382,16.6984615385,14.5049,25.61172071006,81.7551,8.99061,0.185176,0.174014,0.150358,0.308149,0.320867,0.416038,NA,0.0502038804089094,0.0900197721746429,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,21,NA
"1785",164,20180802,10553,26.7672413793,27.5589,43.9033986811117,140.245,29.338,0.206509,0.198927,0.149124,0.309158,0.317428,0.428851,0.320919504528233,0.591351452356888,0.269831349995421,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",20,6.1,33,NA
"1786",164,20180807,10715,45.1384615385,46.1771,128.749956923067,592.97,155.379,0.208342,0.216311,0.143104,0.318664,0.297843,0.43789,0.10323169435498,0.333396737920253,0.28835058287107,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",25,6.1,51,NA
"1787",164,20180809,10877,38.7777777778,41.7341,175.5940329218,999.831,285.085,0.200415,0.211204,0.140842,0.31877,0.293107,0.435238,NA,0.303460043874733,0.261221228600628,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",27,6.1,46,39
"1788",164,20180814,11039,57.5309405941,59.6657,433.794359353558,2620.85,907.745,0.19438,0.216064,0.13613,0.323063,0.280292,0.437702,0.0714877550975815,0.231635224147698,0.192733541384163,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",32,6.1,66,44.3
"1789",164,20180816,11201,69.8515769944,71.8774,547.223875382525,3736.25,1508.99,0.194502,0.219167,0.134301,0.323403,0.276692,0.439394,0.093102286970149,0.254116164842932,0.177291870988653,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",34,6.1,89,46.5
"1790",164,20180821,11381,65.390199637,40.3421,935.214533219567,3143.83,702.929,0.165793,0.207367,0.120994,0.324113,0.249627,0.43338,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",39,6.1,73,53.4
"1791",164,20180823,11449,57.95594262295,33.3368,1085.64446301387,5850.57,1859.53,0.170703,0.208552,0.124023,0.325029,0.254823,0.433796,NA,0.486411577813245,0.310548645268197,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",41,6.1,67,54
"1792",164,20180828,11539,86.894953656,95.9106,2234.047816652,37257.1,20497.6,0.15927,0.212513,0.114306,0.324683,0.234999,0.435853,0.211350923134562,0.4799968076996,0.370260687659028,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",46,6.1,100,52.1
"1793",164,20180830,11599,79.8761609907,86.2136,2527.43982976909,49496.4,27002.5,0.157027,0.21652,0.110913,0.323726,0.228523,0.43792,NA,0.13781082409523,0.142028704483693,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",48,6.1,95,51.3
"1794",164,20180904,11669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",53,6.1,106,49.3
"1795",164,20180906,11704,91.8130165289,98.792,4044.40369456917,100765,131861,0.15226,0.219258,0.105142,0.319014,0.220703,0.439287,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",55,6.1,98,47.7
"1796",164,20180911,11769,105.465838509,113.134,5439.71837506275,156074,253182,0.146599,0.222013,0.0988892,0.314421,0.211293,0.44071,0.0271112654102096,0.130472052047642,0.0875078361263583,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",60,6.1,117,49.3
"1797",164,20180913,11804,104.690082645,84.3049,5639.235411793,168942,286082,0.147185,0.220056,0.0992392,0.311272,0.213888,0.439711,NA,0.0610849426582778,0.0396126035002915,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",62,6.1,107,51.2
"1798",165,20180726,10220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,16,NA
"1799",165,20180731,10382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,19,NA
"1800",165,20180802,10553,18.6206896552,17.8558,31.9339022953083,74.7363,13.5892,0.206038,0.197371,0.15112,0.31134,0.319878,0.428105,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",20,6.1,23,NA
"1801",165,20180807,10715,35.5846153846,37.349,94.8661775147959,345.833,86.3091,0.198302,0.212969,0.139211,0.317681,0.290815,0.436153,0.147595550407873,0.369731935806405,0.306398016339885,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",25,6.1,42,NA
"1802",165,20180809,10877,41.4722222222,44.781,138.06159979424,714.268,193.58,0.183528,0.204897,0.133656,0.317782,0.280829,0.431924,0.0907389024302616,0.40387791253621,0.362651121236271,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",27,6.1,48,NA
"1803",165,20180814,11039,56.4727722772,56.6042,338.70889457835,1876.06,647.759,0.189054,0.216021,0.132561,0.321757,0.2736,0.437643,0.0468598490167741,0.241565569974815,0.193134173988752,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",32,6.1,62,41.5
"1804",165,20180816,11201,60.1669758813,64.4556,399.19859493805,2268.46,760.285,0.187772,0.212559,0.132684,0.319741,0.275949,0.435867,0.0649467136343826,0.080087324695215,0.0949636770771995,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",34,6.1,68,49.8
"1805",166,20180726,10220,12.4033149171,13.5549,8.72355849943316,42.2782,4.19611,0.182357,0.173423,0.14474,0.298449,0.316959,0.415682,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,17,NA
"1806",166,20180731,10382,16.8369230769,14.0332,14.5841921893458,10.4386,0.646453,0.176803,0.157654,0.143225,0.279243,0.328082,0.407933,0.00693556904311121,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,24,NA
"1807",166,20180802,10553,17.2906403941,3.5699,14.4809471611173,1.75736,0.0657126,0.16809,0.139739,0.139282,0.25003,0.355817,0.399409,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",20,6.1,24,NA
"1808",166,20180807,10715,20.68615384615,20.5521,26.1111024852033,41.9128,4.11912,0.202858,0.1607,0.147253,0.240938,0.396606,0.409965,0.3500851082615,0.82762082787432,0.63435571732242,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",25,6.1,26,NA
"1809",166,20180809,10877,19.8333333333,19.3903,31.1246913580233,176.546,27.8494,0.197653,0.162908,0.147587,0.249387,0.397461,0.411268,NA,0.955585936920612,0.718995098055293,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",27,6.1,26,NA
"1810",166,20180814,11039,36.8131188119,39.1628,67.7156210941425,365.192,92.2754,0.228233,0.20936,0.154662,0.295188,0.350161,0.434467,0.140590875122154,0.239593232323937,0.145368355405872,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",32,6.1,45,NA
"1811",166,20180816,11201,40.0185528757,42.7759,83.9287951645558,410.397,90.5467,0.222722,0.216117,0.152474,0.307547,0.333821,0.437942,0.044123771622917,NA,0.0583508706062412,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",34,6.1,48,NA
"1812",166,20180821,11381,50.1179673321,9.805,191.524171527775,71.3808,8.80624,0.204969,0.225467,0.139583,0.323939,0.28726,0.442539,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",39,6.1,61,41
"1813",166,20180823,11449,52.2848360656,19.3212,253.269059371658,91.2383,21.9722,0.194036,0.216437,0.137039,0.325902,0.280661,0.437787,0.339155239504223,0.457158728412977,0.122722919721673,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",41,6.1,62,41.2
"1814",166,20180828,11539,60.3398558187,66.9546,514.31954327395,3897.27,1752.17,0.17092,0.21104,0.125539,0.331873,0.253077,0.43491,0.248562367822236,0.875766456163896,0.750911364387921,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",46,6.1,73,49.5
"1815",166,20180830,11599,64.0866873065,68.8464,627.757023454625,3683.43,1407.79,0.162162,0.207071,0.121377,0.332176,0.244644,0.432933,0.013931579228994,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",48,6.1,75,51.3
"1816",166,20180904,11669,62.9721362229,67.0536,922.931255930975,7201.76,3346.72,0.171953,0.209645,0.123599,0.321167,0.259011,0.434337,NA,0.173191932567705,0.134096211459922,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",53,6.1,75,50.3
"1817",166,20180906,11704,58.4814049587,62.4844,1031.01952297949,9780.76,5204.06,0.165795,0.206058,0.120114,0.318005,0.254263,0.432502,NA,0.220729164226471,0.153045875022082,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",55,6.1,67,45.6
"1818",166,20180911,11774,70.5681818182,71.6891,1442.29534942592,20098.8,11077.7,0.155492,0.203015,0.115011,0.320412,0.241152,0.43087,0.0274843576293435,0.151098997673464,0.144048584230269,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",60,6.1,85,42.2
"1819",166,20180913,11809,77.6215098242,84.7535,1650.77014059625,26565,15903.6,0.155581,0.204917,0.114188,0.320685,0.239153,0.431836,0.0837041648045584,0.18080571007438,0.13946722405631,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",62,6.1,91,50.4
"1820",167,20180726,10220,14.6408839779,15.8791,10.0009920332087,22.2488,1.49393,0.174356,0.166313,0.143968,0.299723,0.313719,0.412051,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,21,NA
"1821",167,20180731,10382,11.3538461538,11.0684,18.5166191715958,30.3718,4.42863,0.173749,0.167945,0.14697,0.312661,0.311203,0.41306,NA,0.217336009923777,0.0622452943486459,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,18,NA
"1822",167,20180802,10553,24.328817734,22.7073,39.3953128033325,107.148,22.0365,0.206884,0.204509,0.146866,0.309753,0.311755,0.431699,0.359296128598535,0.802304944173815,0.630348255003142,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",20,6.1,32,NA
"1823",167,20180807,10715,51.6738461538,52.5766,151.337243076942,633.055,184.565,0.186202,0.19952,0.140235,0.3257,0.287325,0.429369,0.167916939029618,0.42506030709257,0.355269249976454,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",25,6.1,55,NA
"1824",167,20180809,10877,45.2777777778,48.9997,191.780838477358,1080.07,361.002,0.189194,0.217797,0.13278,0.325238,0.271911,0.438576,NA,0.335440896762218,0.26711191331367,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",27,6.1,53,46
"1825",167,20180814,11039,51.9616336634,54.8415,413.494881782425,2522.49,929.081,0.17725,0.213721,0.127566,0.327324,0.26004,0.436435,0.0225266061949469,0.189062485411335,0.169644131013221,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",32,6.1,63,45.2
"1826",167,20180816,11201,68.5714285714,73.0493,568.47886211325,3721.6,1565.74,0.176933,0.214055,0.126072,0.325383,0.258257,0.436618,0.143343674527701,0.260958954564541,0.194453587212775,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",34,6.1,78,49.8
"1827",168,20180726,10220,4.834254143645,5.01,3.24789129350953,10.5988,0.728653,0.12777,0.130289,0.137707,0.321053,0.285714,0.394289,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,9,NA
"1828",168,20180731,10382,14.59384615385,13.4268,21.9007384615392,73.8289,11.2461,0.16485,0.169101,0.141942,0.321966,0.292567,0.413574,0.197163358904553,0.547315811337769,0.388201893341036,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,20,NA
"1829",168,20180802,10562,19.65294840295,21.3638,35.25060047903,102.546,16.434,0.177746,0.184072,0.141736,0.319531,0.293134,0.421208,0.232222595635692,0.189665478814007,0.164280612263426,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",20,6.1,27,NA
"1830",168,20180807,10715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",25,6.1,43,NA
"1831",168,20180809,10877,34.6111111111,36.8903,69.7019032921841,332.698,81.2018,0.208508,0.177057,0.141917,0.259499,0.345988,0.418208,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",27,6.1,42,NA
"1832",169,20180726,10229,13.9483394834,14.9215,10.3293374954027,43.5729,4.39216,0.202927,0.18267,0.151433,0.292727,0.335405,0.420294,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",13,6.1,19,NA
"1833",169,20180731,10391,9.59107806691,10.1789,7.25956488992683,14.3543,1.48293,0.127385,0.111281,0.110764,0.20853,0.331189,0.385206,NA,NA,NA,NA,3,"LHS",6.1,"Hoaglands Solution","Nitrogen","800","NoSeasol","","13/07/2018",18,6.1,14,NA
