"","Pot","Acquisition_date","Batch_number","height_2d_mm","height_mm","proj_area_2d_mm2","area_mm2","volume_mm3","tGmRmB","n_tGmRmB","GmR","nGmR","G","nG","rgr_height","rgr_vol","rgr_area","iou","Cabinet","Cabinet_side","Treatment","Base_trt","Nitrogen","NConc","Seasol","SDilution","Sowing_date","DAS","Teatment","Height_manual","SPAD"
"1",1,20180725,10076,4.13349663197,4.3954,2.86818597894258,16.9987,2.38776,0.177328,0.159574,0.157471,0.314051,0.334162,0.40882,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,9,NA
"2",1,20180730,10265,24.2286416718,19.2376,29.6924583199408,68.7865,8.40978,0.207692,0.184668,0.161558,0.313149,0.339517,0.421444,0.29526163156443,0.251807925268298,0.279574126842253,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,32,NA
"3",1,20180801,10427,29.815611555,13.7679,38.293864787095,59.2044,6.55223,0.184719,0.179796,0.149396,0.318814,0.310536,0.41894,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,38,NA
"4",1,20180806,10598,30.7411982705,29.846,105.828760614078,497.971,117.932,0.215051,0.207377,0.154596,0.321567,0.319759,0.433252,0.154742206369095,0.578060547490283,0.425909195788991,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,39,NA
"5",1,20180808,10760,43.0531520396,45.7953,158.341084385958,864.65,266.21,0.202186,0.211073,0.14371,0.323505,0.296052,0.43523,0.214065319128863,0.407088641912158,0.275891479187304,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,50,NA
"6",1,20180813,10922,62.4953789279,63.7814,366.366393787083,1875.67,591.743,0.210608,0.223697,0.145391,0.329472,0.295231,0.441675,0.0662560292057381,0.159757389601766,0.154879281427513,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,73,21.2
"7",1,20180815,11084,65.3591160221,70.5488,465.73201876215,2846.71,1060.15,0.193462,0.222507,0.135024,0.330283,0.273629,0.441071,0.0504215285725742,0.291546633762124,0.208599006285793,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,76,47.2
"8",2,20180725,10076,3.25168401715,3.4813,2.2373531371678,12.8726,1.905,0.274067,0.187232,0.187116,0.270084,0.442574,0.422857,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,8,NA
"9",2,20180730,10265,5.08912108175,1.5485,3.83168141786819,2.71724,0.193364,0.196427,0.170978,0.164014,0.313054,0.344359,0.41442,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,9,NA
"10",2,20180801,10427,8.0208973571,0.200798,6.97210166183825,0.0891076,0.00209163,0.181911,0.167674,0.156744,0.31868,0.324622,0.412758,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,15,NA
"11",2,20180806,10598,20.9573810994,14.3811,31.4368184556408,67.4841,10.2486,0.205787,0.197084,0.158169,0.327438,0.321635,0.427832,0.854274139174591,1.69939054471129,1.32596053305994,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,28,NA
"13",2,20180808,10769,33.3682911783,33.8773,75.8762812347616,300.604,66.0436,0.188768,0.198701,0.140171,0.323997,0.289117,0.429199,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,32,NA
"14",2,20180813,10922,43.3086876155,45.9728,141.622466097917,595.576,150.268,0.220105,0.219789,0.153424,0.328939,0.311953,0.439593,0.0610609487355902,0.164421047317943,0.13674704410948,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,52,NA
"15",2,20180815,11084,51.6022099448,55.2363,198.238250765625,1049.97,295.518,0.207306,0.223087,0.144294,0.331609,0.291177,0.441395,0.0917852142984714,0.338154691061981,0.283493933408597,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,61,41.6
"16",2,20180820,11300,56.6666666667,20.4876,393.196579218117,119.74,18.3422,0.196519,0.220107,0.139695,0.333875,0.280625,0.439828,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,1,66,48.5
"17",2,20180822,11404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,1,55,51.6
"18",2,20180827,11494,67.8006166495,72.9052,911.111931186241,6946.25,3285.64,0.188135,0.22006,0.134188,0.336496,0.268173,0.439656,NA,0.245152859402848,0.183717623120409,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,1,81,54.1
"19",2,20180829,11554,73.5942327497,81.1286,1136.2167215899,10955.3,6468.22,0.154624,0.211932,0.113805,0.333247,0.229059,0.435609,0.0534377914710671,0.338669748409624,0.22781070590815,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,1,87,57
"20",2,20180903,11644,84.1950464396,91.9491,1737.73646349575,24359.5,13553.1,0.173749,0.219229,0.123407,0.332191,0.252032,0.43928,0.0359077283577086,0.246501885909992,0.194161514981426,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",53,1,101,53.6
"21",2,20180905,11679,88.8831437435,92.0825,2136.57048954725,33501.3,22915.1,0.162344,0.224187,0.113498,0.332105,0.231194,0.441952,0.000724875637470479,0.262590389229225,0.159331163434376,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",55,1,110,55.1
"22",2,20180910,11749,84.27611168565,90.1052,2943.48101624525,70566.1,66744.2,0.149393,0.223347,0.106654,0.337785,0.214201,0.441486,NA,0.279061663073306,0.115036341069534,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",60,1,95,50.9
"23",2,20180912,11784,85.10362694305,93.1909,3294.3609036485,79206.2,82392.6,0.149963,0.225253,0.106044,0.336771,0.212761,0.442451,0.0168361004195501,0.105314112469041,0.0577523596878571,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",62,1,97,45.6
"24",3,20180725,10076,20.2265768524,21.9032,16.2972153858197,63.1191,5.71373,0.215989,0.187293,0.161678,0.301261,0.350861,0.422685,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,23,NA
"25",3,20180730,10265,5.31038721573,5.4241,8.05829636561092,48.1212,8.06345,0.0920158,0.0586697,0.105879,0.1541,0.424762,0.360096,NA,0.068893890861675,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,7,NA
"26",3,20180801,10427,3.20835894284,1.5043,5.0770939005993,28.4203,4.84747,0.114316,0.0888838,0.107858,0.190237,0.386365,0.374717,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,6,NA
"27",3,20180806,10598,15.81531809755,12.8636,16.1360414335482,56.1869,9.71794,0.192788,0.150609,0.154907,0.25917,0.400723,0.404783,0.429214788740832,0.139103348499265,0.136315991016673,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,19,NA
"28",3,20180808,10760,16.1866501854,15.183,9.68996044194033,31.193,3.51881,0.205926,0.182048,0.155615,0.296632,0.341917,0.42014,0.0828873817371241,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,20,NA
"29",3,20180813,10922,24.0665434381,16.8918,26.38564683051,58.3214,7.1873,0.243776,0.19066,0.174206,0.28991,0.392823,0.424564,0.021330383235466,0.14283854307582,0.125155076446081,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,28,NA
"30",3,20180815,11084,25.138121547,24.6113,28.5023859670592,98.4871,14.2343,0.221766,0.19312,0.162305,0.299448,0.360278,0.426028,0.188188694992852,0.341669482650905,0.2619782411176,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,32,NA
"31",3,20180820,11300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,1,44,NA
"32",3,20180822,11404,39.1384615385,43.796,85.5750532544375,524.608,147.581,0.227206,0.21717,0.156264,0.315557,0.330107,0.438344,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,1,46,NA
"33",3,20180827,11494,44.3525179856,47.5869,181.6085807026,910.182,244.654,0.161042,0.188685,0.127181,0.334069,0.260109,0.424818,0.0166030048529835,0.10109355797918,0.110198652496599,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,1,52,34.5
"34",3,20180829,11554,47.0854788877,52.6355,235.528100708392,1567.85,575.2,0.207104,0.224394,0.140429,0.322487,0.290835,0.442194,0.0504166418823067,0.427436419458884,0.271907976777732,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,1,56,37.4
"35",4,20180725,10076,0.496019595836,0.457901,0.260564692770723,1.3359,0.0945811,0.168242,0.140661,0.171529,0.327707,0.351177,0.399328,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,3,NA
"36",4,20180730,10265,13.1100184388,11.219,8.01622248103466,25.5566,3.18789,0.234058,0.190256,0.174517,0.306925,0.372275,0.424234,0.639742209000271,0.703531373481884,0.590258075660685,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,19,NA
"37",4,20180801,10427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,25,NA
"38",4,20180806,10598,29.9073502162,29.846,66.0380361984633,238.272,46.204,0.232902,0.217861,0.162599,0.325338,0.332891,0.438682,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,36,NA
"39",4,20180808,10760,38.9925834363,39.7073,146.912729322888,538.01,143.201,0.160285,0.160822,0.141164,0.324558,0.292397,0.411272,0.142742111186689,0.565591431657976,0.407232134549692,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,49,NA
"40",4,20180813,10922,44.6395563771,45.8781,224.378974036633,1118.93,328.249,0.234177,0.228537,0.155856,0.322493,0.32097,0.444154,0.0288905658281753,0.165904645795477,0.14645020063043,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,56,19.9
"41",4,20180815,11084,64.4751381215,69.3457,322.895770377408,2122.39,725.565,0.224205,0.226059,0.150321,0.321265,0.310859,0.44297,0.206558130744539,0.396589097487548,0.320084970331726,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,76,39.1
"42",4,20180820,11300,76.4444444444,15.6096,644.2085390947,580.409,202.716,0.233371,0.237511,0.150839,0.322361,0.310805,0.448831,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,1,87,3
"43",4,20180822,11404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,1,95,38.8
"44",4,20180827,11494,95.1798561151,103.661,1290.9851895315,10798.8,5360.9,0.181248,0.227844,0.122018,0.322917,0.25132,0.443938,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,1,112,45.4
"46",4,20180829,11554,95.7466529351,105.642,1534.23555774492,15065.2,8370.07,0.191035,0.238248,0.124248,0.323982,0.255741,0.449349,0.106235535662959,0.344042989219802,0.263415337915225,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,1,110,45.4
"47",4,20180903,11644,109.040247678,119.568,2367.42324761083,32590.5,17742.5,0.209583,0.242422,0.135417,0.327654,0.2773,0.451393,0.0247658455431143,0.150260128749736,0.154326677312456,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",53,1,121,45.7
"48",4,20180905,11679,109.917269907,113.153,2815.21990687525,44391.8,27957.4,0.191979,0.241359,0.124281,0.32642,0.255292,0.450897,NA,0.227359515819539,0.154516966417955,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",55,1,124,46.7
"49",4,20180910,11749,114.663908997,122.59,4123.0377937285,76365.4,75880.5,0.173099,0.237645,0.114523,0.330538,0.234411,0.448861,0.0160209137802296,0.199695562268126,0.108494989262643,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",60,1,130,50.2
"50",4,20180912,11784,115.18134715,121.316,4320.0729925635,99607.9,91227.6,0.172841,0.239408,0.113868,0.331703,0.232286,0.44982,NA,0.0920988742394115,0.132855882351894,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",62,1,129,49
"51",4,20180925,11849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",75,NA,NA,NA
"52",5,20180725,10076,0.826699326393,0.9501,0.349739883428431,2.32964,0.216307,0.17915,0.145981,0.169892,0.301587,0.374276,0.402241,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,5,NA
"53",5,20180730,10265,13.08236017205,12.1624,11.4598041878598,32.8422,3.34356,0.196421,0.17314,0.160448,0.312384,0.339306,0.415527,0.509907452450785,0.54761853834101,0.529200104922344,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,17,NA
"54",5,20180801,10427,19.77566072525,10.1293,23.3089065549917,17.0724,1.20482,0.202543,0.192687,0.153689,0.317757,0.319913,0.425584,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,25,NA
"55",5,20180806,10598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,42,NA
"56",5,20180808,10760,35.3213844252,36.3823,103.346273612203,478.397,106.365,0.208627,0.217426,0.146417,0.326399,0.29901,0.438428,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,42,NA
"57",5,20180813,10922,54.7319778189,57.7189,217.104936774167,1049.83,303.971,0.210349,0.220157,0.147294,0.328716,0.29917,0.439789,0.0923004567126271,0.210011145338989,0.157188518713585,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,62,NA
"58",5,20180815,11084,49.2541436464,51.8457,301.060865052933,1766.77,610.694,0.200103,0.222379,0.140101,0.33199,0.282885,0.441076,NA,0.348831856635295,0.260262387222981,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,60,43.3
"59",6,20180725,10076,NA,NA,0.0573829569177125,NA,NA,0.0705009,0.040787,0.119893,0.153217,0.455358,0.352069,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,3,NA
"60",6,20180730,10265,5.42102028273,5.8958,3.23005036777551,7.67542,0.600139,0.203396,0.16485,0.165874,0.286741,0.384221,0.411674,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,9,NA
"61",6,20180801,10427,4.121081745545,1.1441,3.17367136244611,1.34935,0.0627988,0.17084,0.151932,0.155451,0.305937,0.34273,0.405195,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,7,NA
"62",6,20180806,10598,21.76343421865,15.1761,27.9640653511942,67.6597,9.76892,0.214163,0.211733,0.1573,0.331703,0.317592,0.435476,0.51702070404757,1.00940504628765,0.782973546877785,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,28,NA
"63",6,20180808,10760,22.1940667491,18.4262,45.9250278082983,180.275,38.5219,0.194836,0.21002,0.1412,0.327222,0.288298,0.434576,0.0970258714464722,0.686010496635998,0.489996366697234,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,30,NA
"64",6,20180813,10922,32.4121996303,34.6056,128.943619503813,547.669,131.784,0.210833,0.219456,0.148001,0.329615,0.300591,0.439432,0.126048390764571,0.245987461581047,0.222237525411269,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,38,NA
"65",6,20180815,11084,50.3867403315,54.5801,181.186115604892,973.729,314.423,0.206365,0.219711,0.142045,0.324636,0.291986,0.439601,0.227826914386531,0.434787497225471,0.287730970491419,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,60,42
"66",6,20180820,11300,62.3888888889,19.512,397.531481481533,235.583,50.6539,0.201748,0.22848,0.138353,0.333033,0.278449,0.444164,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,1,72,45.9
"67",6,20180822,11404,65.5384615385,72.882,513.472544378733,3783.54,1718.96,0.187194,0.223777,0.131524,0.336189,0.26299,0.441663,0.658906017016285,1.76222925451311,1.38817603266154,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,1,74,46.5
"68",6,20180827,11494,79.825282631,86.8388,948.504374007491,6840.3,3379.96,0.195021,0.22765,0.135288,0.337796,0.26936,0.443584,0.0350423662903225,0.135228883663608,0.118434302200747,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,1,95,52.2
"69",6,20180829,11554,78.7847579815,86.6999,1201.61506287953,10723.5,6332.43,0.168883,0.22537,0.118298,0.335905,0.236473,0.442583,NA,0.313910086820579,0.224803002285552,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,1,101,53.6
"70",7,20180725,10076,17.7464788732,19.2313,16.6195673736242,89.6446,13.8689,0.215103,0.184229,0.169873,0.316707,0.354919,0.421182,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,21,NA
"71",7,20180730,10265,16.8162261832,17.9573,28.9235517045108,98.2086,11.717,0.208577,0.184574,0.163443,0.317605,0.341925,0.421379,NA,NA,0.018248164781575,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,21,NA
"72",7,20180801,10427,22.2372464659,23.6732,54.1955492157742,145.964,23.9439,0.209863,0.204197,0.151123,0.318027,0.314898,0.431768,0.138173444558832,0.357336407722016,0.198133114030297,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,27,NA
"73",7,20180806,10598,47.1957998765,48.9241,151.563394999383,675.669,166.25,0.235057,0.220452,0.160226,0.322154,0.330969,0.440016,0.145185302198985,0.387555817081183,0.306468659039226,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,54,NA
"74",7,20180808,10760,40.9950556242,43.8178,208.311176145708,1173.13,339.839,0.210739,0.226591,0.143522,0.327886,0.292622,0.443309,NA,0.357489648256011,0.275863679147395,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,49,NA
"75",7,20180813,10922,63.438077634,63.6867,468.484126062158,2447.97,778.418,0.206328,0.226034,0.142997,0.333445,0.287393,0.442853,0.0747871244096176,0.165758335782821,0.147116743840614,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,72,45.7
"76",7,20180815,11084,70.3314917127,73.8301,634.06977808985,4048.13,1599.64,0.189154,0.220051,0.133439,0.331729,0.269663,0.439935,0.0738953789818524,0.360135113974744,0.25149796821049,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,80,42.9
"77",7,20180820,11300,79.8333333333,52.3567,1106.1999485596,2124.71,531.485,0.184667,0.224865,0.12878,0.334243,0.259265,0.442214,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,1,92,51.7
"78",7,20180822,11404,79.70769230765,88.7081,1264.53457988133,11593.3,6642.17,0.170069,0.221107,0.121515,0.337074,0.242362,0.440235,0.263635645176874,1.26275951046948,0.848396011281533,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,1,91,45.8
"79",7,20180827,11494,79.1778006166,85.1396,1836.74728987908,23073.9,15043.8,0.167237,0.220382,0.121012,0.340574,0.239611,0.439804,NA,0.16350544577114,0.137654952715032,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,1,92,54.3
"80",7,20180829,11554,74.8918640577,81.9245,2128.81181715667,35240.6,23453.3,0.145598,0.217613,0.106705,0.338471,0.212301,0.438539,NA,0.222022631877525,0.211748359208159,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,1,91,53.2
"81",8,20180725,10076,11.5462339253,12.5517,8.140583697612,9.25915,0.705652,0.18285,0.176299,0.149778,0.315561,0.313863,0.417116,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,16,NA
"82",8,20180730,10265,14.85248924405,6.1653,14.959178415555,10.845,0.704559,0.196443,0.178413,0.156049,0.30823,0.332229,0.418218,NA,NA,0.0316183784981082,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,21,NA
"83",8,20180801,10427,17.9778733866,3.1214,20.0944107748483,7.24192,0.510864,0.172281,0.165094,0.14019,0.292734,0.311052,0.411733,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,22,NA
"84",8,20180806,10598,33.5206917851,27.389,58.8727628711058,178.946,25.3047,0.227943,0.207761,0.159354,0.307836,0.347224,0.433595,0.434371970761423,0.780528403649311,0.641439543947901,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,41,NA
"85",8,20180808,10760,29.56427688505,31.0824,85.54457845224,404.359,91.7254,0.223703,0.218257,0.14935,0.309994,0.32166,0.439014,0.0632501348309606,0.643904590930947,0.407609506444613,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,48,NA
"86",8,20180813,10922,53.9001848429,56.3927,192.479662157742,886.825,232.911,0.232904,0.232117,0.153121,0.322307,0.31773,0.446047,0.119139594981485,0.186371415050584,0.15706891427105,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,61,NA
"87",8,20180815,11084,60.2209944751,63.7676,263.646866701267,1428.68,521.183,0.220674,0.2357,0.142606,0.321657,0.298038,0.447944,0.0614527534322478,0.402722410667555,0.238429275719394,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,78,39.5
"88",8,20180820,11300,73.2222222222,18.6448,530.005606995909,471.872,105.23,0.206187,0.229689,0.139707,0.329708,0.284692,0.444737,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,1,82,45.9
"89",8,20180822,11404,68.3076923077,74.4503,636.689822485183,4810.12,2193.13,0.190036,0.225335,0.13153,0.332694,0.266112,0.44247,0.692282250917536,1.51846829771698,1.16088477422319,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,1,78,41.2
"90",8,20180827,11494,89.0750256937,93.9634,1168.79111657111,9098.5,4569.75,0.183923,0.219063,0.131858,0.338625,0.262575,0.439266,0.0465547112149988,0.146825750322005,0.127477506587948,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,1,94,50.6
"91",8,20180829,11554,74.7064881565,82.5612,1375.39265634417,12943.7,7910.73,0.164247,0.221715,0.116617,0.336121,0.233095,0.440667,NA,0.274380783474709,0.176249809257478,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,1,81,53
"92",8,20180903,11644,87.306501548,94.7459,1964.17307268333,23105.4,14521.7,0.172052,0.223725,0.121841,0.338239,0.242174,0.441569,0.0275317469494265,0.121484803333829,0.115891434631266,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",53,1,95,51.2
"93",8,20180905,11679,88.46432264735,94.4438,2599.05328797533,38861.2,25547.6,0.16735,0.228635,0.116328,0.337838,0.231829,0.444322,NA,0.282449648170376,0.259964983556207,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",55,1,100,46.1
"94",8,20180910,11749,103.216132368,110.795,3723.15828226008,86001,78976.2,0.152674,0.22321,0.108491,0.337796,0.21691,0.441373,0.0319353396691435,0.225720632496136,0.158872520107604,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",60,1,120,51.3
"95",8,20180912,11784,98.4870466321,94.1675,4133.25008456583,106765,106153,0.153669,0.225355,0.108508,0.338484,0.216822,0.442565,NA,0.14786745419444,0.108135616683498,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",62,1,117,55
"96",8,20180925,11849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",75,NA,NA,NA
"97",9,20180725,10076,11.43600734845,12.2704,8.052370373897,10.8149,0.772205,0.213605,0.183424,0.170289,0.317704,0.355371,0.420837,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,16,NA
"98",9,20180730,10265,26.5519360787,23.0784,34.8963603587125,78.7601,11.2233,0.228788,0.188745,0.168636,0.303645,0.364538,0.423417,0.126341451423659,0.535299438932796,0.39709634210098,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,32,NA
"99",9,20180801,10427,27.4923171481,21.7191,43.6318422713808,48.5176,3.65878,0.179864,0.178636,0.14713,0.319671,0.304172,0.418603,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,31,NA
"100",9,20180806,10598,41.0809141445,43.5042,109.172599470241,367.422,74.4262,0.221741,0.215246,0.155165,0.322568,0.319577,0.437317,0.138933085482965,0.602535654374839,0.404916886502767,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,47,NA
"101",9,20180808,10760,39.8547589617,41.2074,158.692465862292,694.561,181.796,0.20478,0.217899,0.14094,0.3223,0.290992,0.438748,NA,0.446538574457437,0.318384470041437,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,46,NA
"102",9,20180813,10922,62.07948243995,65.8654,359.580823490425,1811.8,600.49,0.22396,0.228335,0.150403,0.326921,0.307261,0.444091,0.0937990827627576,0.238972161858186,0.191759222784903,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,71,33.6
